"annotation_id","annotator","caption","created_at","id","image","lead_time","updated_at","video_id"
153,"1","Gather equipment - French Gauge Nasogastric tubing, water-soluble lubricant, scissors, catheter tip syringe, suction drainage system, Hypoallergenic tape., towels, tissues, glass of water with a straw.","2025-08-04T00:03:37.829681Z",12,"/data/upload/2/f7901ce7-frame_0010.jpg",10.329,"2025-08-04T00:09:51.959989Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
154,"1","Gather equipment - French Gauge Nasogastric tubing, water-soluble lubricant, scissors, catheter tip syringe, suction drainage system, Hypoallergenic tape., towels, tissues, glass of water with a straw.","2025-08-04T00:06:24.119797Z",13,"/data/upload/2/753727e2-frame_0011.jpg",10.649999999999999,"2025-08-04T00:09:57.598227Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
155,"1","Gather equipment - French Gauge Nasogastric tubing, water-soluble lubricant, scissors, catheter tip syringe, suction drainage system, Hypoallergenic tape., towels, tissues, glass of water with a straw.","2025-08-04T00:06:27.617593Z",14,"/data/upload/2/ebb4dc31-frame_0012.jpg",10.32,"2025-08-04T00:10:03.835337Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
156,"1","Gather equipment - French Gauge Nasogastric tubing, water-soluble lubricant, scissors, catheter tip syringe, suction drainage system, Hypoallergenic tape., towels, tissues, glass of water with a straw.","2025-08-04T00:06:30.802939Z",15,"/data/upload/2/5a79c613-frame_0013.jpg",8.881,"2025-08-04T00:10:10.043154Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
157,"1","Gather equipment - French Gauge Nasogastric tubing, water-soluble lubricant, scissors, catheter tip syringe, suction drainage system, Hypoallergenic tape., towels, tissues, glass of water with a straw.","2025-08-04T00:06:34.035790Z",16,"/data/upload/2/cba6ef64-frame_0014.jpg",11.708,"2025-08-04T00:10:18.044654Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
158,"1","Gather equipment - French Gauge Nasogastric tubing, water-soluble lubricant, scissors, catheter tip syringe, suction drainage system, Hypoallergenic tape., towels, tissues, glass of water with a straw.","2025-08-04T00:06:37.087364Z",17,"/data/upload/2/f0f73649-frame_0015.jpg",9.415,"2025-08-04T00:10:23.369716Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
159,"1","Gather equipment - French Gauge Nasogastric tubing, water-soluble lubricant, scissors, catheter tip syringe, suction drainage system, Hypoallergenic tape., towels, tissues, glass of water with a straw.","2025-08-04T00:06:42.347096Z",18,"/data/upload/2/8988ff4e-frame_0016.jpg",11.306,"2025-08-04T00:10:28.423831Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
160,"1","Gather equipment - French Gauge Nasogastric tubing, water-soluble lubricant, scissors, catheter tip syringe, suction drainage system, Hypoallergenic tape., towels, tissues, glass of water with a straw.","2025-08-04T00:06:46.136605Z",19,"/data/upload/2/7e53438a-frame_0017.jpg",10.155,"2025-08-04T00:10:35.218567Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
161,"1","Gather equipment - French Gauge Nasogastric tubing, water-soluble lubricant, scissors, catheter tip syringe, suction drainage system, Hypoallergenic tape., towels, tissues, glass of water with a straw.","2025-08-04T00:06:50.252358Z",20,"/data/upload/2/e5ae86f6-frame_0018.jpg",10.777999999999999,"2025-08-04T00:10:41.018867Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
162,"1","Gather equipment - French Gauge Nasogastric tubing, water-soluble lubricant, scissors, catheter tip syringe, suction drainage system, Hypoallergenic tape., towels, tissues, glass of water with a straw.","2025-08-04T00:06:55.052304Z",21,"/data/upload/2/ac36097f-frame_0019.jpg",9.673,"2025-08-04T00:10:46.086723Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
163,"1","Gather equipment - French Gauge Nasogastric tubing, water-soluble lubricant, scissors, catheter tip syringe, suction drainage system, Hypoallergenic tape., towels, tissues, glass of water with a straw.","2025-08-04T00:06:58.970841Z",22,"/data/upload/2/2b55896b-frame_0020.jpg",14.617999999999999,"2025-08-04T00:10:52.879017Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
164,"1","Ask the patient to sit in high fowler position with his shoulders well elevated","2025-08-04T00:12:47.906923Z",23,"/data/upload/2/7498d7b3-frame_0021.jpg",64.065,"2025-08-04T00:12:47.906941Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
165,"1","Ask the patient to sit in high fowler position with his shoulders well elevated","2025-08-04T00:12:51.526093Z",24,"/data/upload/2/c43d2f06-frame_0022.jpg",6.558,"2025-08-04T00:12:51.526109Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
166,"1","Ask the patient to sit in high fowler position with his shoulders well elevated","2025-08-04T00:12:54.682038Z",25,"/data/upload/2/e885b42d-frame_0023.jpg",4.995,"2025-08-04T00:12:54.682055Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
167,"1","Ask the patient to sit in high fowler position with his shoulders well elevated","2025-08-04T00:12:59.107182Z",26,"/data/upload/2/bb4c9db8-frame_0024.jpg",8.862,"2025-08-04T00:12:59.107205Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
168,"1","Ask the patient to sit in high fowler position with his shoulders well elevated","2025-08-04T00:13:03.245132Z",27,"/data/upload/2/ffb90346-frame_0025.jpg",5.825,"2025-08-04T00:13:03.245149Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
169,"1","Ask the patient to sit in high fowler position with his shoulders well elevated","2025-08-04T00:13:06.908002Z",28,"/data/upload/2/168616e7-frame_0026.jpg",4.848,"2025-08-04T00:13:06.908020Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
170,"1","Ask the patient to sit in high fowler position with his shoulders well elevated","2025-08-04T00:13:10.472485Z",29,"/data/upload/2/3db7f608-frame_0027.jpg",5.247,"2025-08-04T00:13:10.472502Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
171,"1","Ask the patient to sit in high fowler position with his shoulders well elevated","2025-08-04T00:13:13.583159Z",30,"/data/upload/2/06b6768a-frame_0028.jpg",4.732,"2025-08-04T00:13:13.583178Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
172,"1","Ask the patient to sit in high fowler position with his shoulders well elevated","2025-08-04T00:13:17.384442Z",31,"/data/upload/2/c27dbfbc-frame_0029.jpg",6.289,"2025-08-04T00:13:17.384461Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
173,"1","Ask the patient to sit in high fowler position with his shoulders well elevated","2025-08-04T00:13:20.498783Z",32,"/data/upload/2/796317bf-frame_0030.jpg",4.911,"2025-08-04T00:13:20.498808Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
174,"1","Ask the patient to sit in high fowler position with his shoulders well elevated","2025-08-04T00:13:24.539107Z",33,"/data/upload/2/448da45f-frame_0031.jpg",6.136,"2025-08-04T00:13:24.539130Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
175,"1","Measure from the tip of the nose to the earlobe, then down to the xiphoid process. Mark the distance with tape or marker.","2025-08-04T00:15:33.323355Z",34,"/data/upload/2/57f05015-frame_0032.jpg",20.471,"2025-08-04T00:15:33.323382Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
176,"1","Measure from the tip of the nose to the earlobe, then down to the xiphoid process. Mark the distance with tape or marker.","2025-08-04T00:15:37.088361Z",35,"/data/upload/2/b25e2e06-frame_0033.jpg",5.433999999999999,"2025-08-04T00:15:37.088381Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
177,"1","Measure from the tip of the nose to the earlobe, then down to the xiphoid process. Mark the distance with tape or marker.","2025-08-04T00:15:41.490755Z",36,"/data/upload/2/751a53ed-frame_0034.jpg",5.7620000000000005,"2025-08-04T00:15:41.490775Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
178,"1","Measure from the tip of the nose to the earlobe, then down to the xiphoid process. Mark the distance with tape or marker.","2025-08-04T00:15:45.185488Z",37,"/data/upload/2/c148e9aa-frame_0035.jpg",6.741999999999999,"2025-08-04T00:15:45.185517Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
179,"1","Measure from the tip of the nose to the earlobe, then down to the xiphoid process. Mark the distance with tape or marker.","2025-08-04T00:15:48.545772Z",38,"/data/upload/2/0cd79ca3-frame_0036.jpg",5.1240000000000006,"2025-08-04T00:15:48.545790Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
180,"1","Measure from the tip of the nose to the earlobe","2025-08-04T00:15:52.081217Z",39,"/data/upload/2/a3ec1837-frame_0037.jpg",17.065,"2025-08-04T00:15:52.081233Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
181,"1","Measure from the tip of the nose to the earlobe","2025-08-04T00:15:56.059014Z",40,"/data/upload/2/716ffab5-frame_0038.jpg",14.51,"2025-08-04T00:15:56.059032Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
182,"1","then down to the xiphoid process.","2025-08-04T00:15:59.635277Z",41,"/data/upload/2/40d8f89a-frame_0039.jpg",10.574,"2025-08-04T00:15:59.635294Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
183,"1","then down to the xiphoid process.","2025-08-04T00:16:02.730318Z",42,"/data/upload/2/bc7c7374-frame_0040.jpg",6.458,"2025-08-04T00:16:02.730336Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
184,"1","then down to the xiphoid process.","2025-08-04T00:16:06.372404Z",43,"/data/upload/2/feffded9-frame_0041.jpg",8.174,"2025-08-04T00:16:06.372421Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
185,"1","then down to the xiphoid process","2025-08-04T00:16:31.398241Z",44,"/data/upload/2/0f3ea09d-frame_0042.jpg",15.816,"2025-08-04T00:16:31.398268Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
186,"1","then down to the xiphoid process.","2025-08-04T00:16:44.403368Z",45,"/data/upload/2/733b0d26-frame_0043.jpg",7.728,"2025-08-04T00:16:44.403389Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
187,"1","then down to the xiphoid process.","2025-08-04T00:16:48.137666Z",46,"/data/upload/2/dbfcc576-frame_0044.jpg",5.501,"2025-08-04T00:16:48.137682Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
188,"1","Gently wind 4-5 inches of the pliable tube around your finger","2025-08-04T00:30:40.045884Z",47,"/data/upload/2/7ba21be3-frame_0045.jpg",110.624,"2025-08-04T00:30:40.045899Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
189,"1","Gently wind 4-5 inches of the pliable tube around your finger","2025-08-04T00:30:43.323663Z",48,"/data/upload/2/db1d12ca-frame_0046.jpg",4.7379999999999995,"2025-08-04T00:30:43.323688Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
190,"1","Gently wind 4-5 inches of the pliable tube around your finger","2025-08-04T00:30:46.535253Z",49,"/data/upload/2/d3d62354-frame_0047.jpg",4.583,"2025-08-04T00:30:46.535270Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
191,"1","Gently wind 4-5 inches of the pliable tube around your finger","2025-08-04T00:30:50.405235Z",50,"/data/upload/2/0aa8531a-frame_0048.jpg",5.808999999999999,"2025-08-04T00:30:50.405253Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
192,"1","Gently wind 4-5 inches of the pliable tube around your finger","2025-08-04T00:30:53.767644Z",51,"/data/upload/2/b17145cf-frame_0049.jpg",4.977,"2025-08-04T00:30:53.767664Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
193,"1","Gently wind 4-5 inches of the pliable tube around your finger","2025-08-04T00:31:00.631873Z",52,"/data/upload/2/b53623a3-frame_0050.jpg",6.0649999999999995,"2025-08-04T00:31:00.631888Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
194,"1","Gently wind 4-5 inches of the pliable tube around your finger","2025-08-04T00:31:04.178541Z",53,"/data/upload/2/826da75c-frame_0051.jpg",5.013999999999999,"2025-08-04T00:31:04.178559Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
195,"1","Gently wind 4-5 inches of the pliable tube around your finger","2025-08-04T00:31:07.639629Z",54,"/data/upload/2/d5c194b1-frame_0052.jpg",6.039,"2025-08-04T00:31:07.639653Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
196,"1","Gently wind 4-5 inches of the pliable tube around your finger","2025-08-04T00:31:12.049606Z",55,"/data/upload/2/c1b6a586-frame_0053.jpg",6.3469999999999995,"2025-08-04T00:31:12.049624Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
197,"1","Gently wind 4-5 inches of the pliable tube around your finger","2025-08-04T00:31:16.585307Z",56,"/data/upload/2/c4a9e140-frame_0054.jpg",5.867,"2025-08-04T00:31:16.585324Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
198,"1","Gently wind 4-5 inches of the pliable tube around your finger","2025-08-04T00:31:20.476225Z",57,"/data/upload/2/33f79beb-frame_0055.jpg",5.395,"2025-08-04T00:31:20.476242Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
199,"1","Gently wind 4-5 inches of the pliable tube around your finger","2025-08-04T00:31:24.208128Z",58,"/data/upload/2/690de2c9-frame_0056.jpg",5.241,"2025-08-04T00:31:24.208153Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
200,"1","Gently wind 4-5 inches of the pliable tube around your finger","2025-08-04T00:31:31.557276Z",59,"/data/upload/2/f21486c4-frame_0057.jpg",5.7010000000000005,"2025-08-04T00:31:31.557292Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
201,"1","Get the water-soluble lubricant","2025-08-04T00:37:52.176973Z",60,"/data/upload/2/6560ded2-frame_0058.jpg",78.325,"2025-08-04T00:37:52.176996Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
202,"1","Get the water-soluble lubricant","2025-08-04T00:37:55.457341Z",61,"/data/upload/2/82dc6a88-frame_0059.jpg",6.242,"2025-08-04T00:37:55.457366Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
203,"1","Lubricate the end the tube in the water-soluble lubricant","2025-08-04T00:37:58.875774Z",62,"/data/upload/2/faca5ba1-frame_0060.jpg",32.05,"2025-08-04T00:37:58.875798Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
204,"1","Lubricate the end the tube in the water-soluble lubricant for 3-4 inches","2025-08-04T00:38:02.802907Z",63,"/data/upload/2/74a67a84-frame_0061.jpg",11.841,"2025-08-04T00:38:02.802937Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
205,"1","Lubricate the end the tube in the water-soluble lubricant for 3-4 inches","2025-08-04T00:38:06.538111Z",64,"/data/upload/2/acf8c5ec-frame_0062.jpg",9.637,"2025-08-04T00:38:06.538128Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
206,"1","Lubricate the end the tube in the water-soluble lubricant for 3-4 inches","2025-08-04T00:38:09.758787Z",65,"/data/upload/2/cec6e994-frame_0063.jpg",9.655,"2025-08-04T00:38:09.758813Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
207,"1","Lubricate the end the tube in the water-soluble lubricant for 3-4 inches","2025-08-04T00:38:14.013757Z",66,"/data/upload/2/04e3841c-frame_0064.jpg",28.074,"2025-08-04T00:38:14.013779Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
208,"1","Stand his neck back against the pillow","2025-08-04T00:38:18.012213Z",67,"/data/upload/2/ad21d8fd-frame_0065.jpg",32.041,"2025-08-04T00:38:18.012228Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
209,"1","Stand his neck back against the pillow","2025-08-04T00:38:21.490282Z",68,"/data/upload/2/1f45b0dc-frame_0066.jpg",5.178,"2025-08-04T00:38:21.490300Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
210,"1","Stand his neck back against the pillow","2025-08-04T00:38:26.038077Z",69,"/data/upload/2/9213b41c-frame_0067.jpg",4.948,"2025-08-04T00:38:26.038095Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
211,"1","Stand his neck back against the pillow","2025-08-04T00:38:29.216849Z",70,"/data/upload/2/b5581c97-frame_0068.jpg",4.843999999999999,"2025-08-04T00:38:29.216865Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
212,"1","Stand his neck back against the pillow","2025-08-04T00:38:32.760142Z",71,"/data/upload/2/31d13f47-frame_0069.jpg",6.2170000000000005,"2025-08-04T00:38:32.760160Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
213,"1","Stand his neck back against the pillow","2025-08-04T00:38:36.308583Z",72,"/data/upload/2/1d8190a3-frame_0070.jpg",6.956999999999999,"2025-08-04T00:38:36.308609Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
214,"1","Stand his neck back against the pillow","2025-08-04T00:38:42.283287Z",73,"/data/upload/2/ad552430-frame_0071.jpg",6.521,"2025-08-04T00:38:42.283307Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
215,"1","Begin the NG tube insertion","2025-08-04T00:38:45.806888Z",74,"/data/upload/2/c572b154-frame_0072.jpg",14.201,"2025-08-04T00:38:45.806910Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
216,"1","Make sure the curve of the tube is pointing down and insert it through the nose along the floor of the nasal passage","2025-08-04T00:38:49.573528Z",75,"/data/upload/2/d695fe67-frame_0073.jpg",47.117,"2025-08-04T00:38:49.573554Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
217,"1","Make sure the curve of the tube is pointing down and insert it through the nose along the floor of the nasal passage","2025-08-04T00:38:52.766278Z",76,"/data/upload/2/996a30d6-frame_0074.jpg",4.843,"2025-08-04T00:38:52.766298Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
218,"1","Make sure the curve of the tube is pointing down and insert it through the nose along the floor of the nasal passage","2025-08-04T00:38:55.757015Z",77,"/data/upload/2/c8733ce1-frame_0075.jpg",4.579,"2025-08-04T00:38:55.757032Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
219,"1","Make sure the curve of the tube is pointing down and insert it through the nose along the floor of the nasal passage","2025-08-04T00:39:01.194344Z",78,"/data/upload/2/53fb9b67-frame_0076.jpg",6.729,"2025-08-04T00:39:01.194359Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
220,"1","Make sure the curve of the tube is pointing down and insert it through the nose along the floor of the nasal passage","2025-08-04T00:39:04.803916Z",79,"/data/upload/2/32d216d3-frame_0077.jpg",4.897,"2025-08-04T00:39:04.803934Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
221,"1","Make sure the curve of the tube is pointing down and insert it through the nose along the floor of the nasal passage","2025-08-04T00:39:08.562948Z",80,"/data/upload/2/78447fba-frame_0078.jpg",6.694,"2025-08-04T00:39:08.562963Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
222,"1","Make sure the curve of the tube is pointing down and insert it through the nose along the floor of the nasal passage until you reach the nasal pharynx","2025-08-04T00:39:12.233281Z",81,"/data/upload/2/4683667e-frame_0079.jpg",21.825000000000003,"2025-08-04T00:39:12.233296Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
223,"1","Make sure the curve of the tube is pointing down and insert it through the nose along the floor of the nasal passage until you reach the nasal pharynx","2025-08-04T00:39:16.084926Z",82,"/data/upload/2/ba6050f8-frame_0080.jpg",10.228,"2025-08-04T00:39:16.084945Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
224,"1","Make sure the curve of the tube is pointing down and insert it through the nose along the floor of the nasal passage until you reach the nasal pharynx","2025-08-04T01:24:00.097951Z",83,"/data/upload/2/784996ee-frame_0083.jpg",6.026,"2025-08-04T01:24:00.097968Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
225,"1","Make sure the curve of the tube is pointing down and insert it through the nose along the floor of the nasal passage until you reach the nasal pharynx","2025-08-04T01:24:02.685830Z",84,"/data/upload/2/008a2ba6-frame_0084.jpg",9.896,"2025-08-04T01:24:02.685852Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
226,"1","Make sure the curve of the tube is pointing down and insert it through the nose along the floor of the nasal passage until you reach the nasal pharynx","2025-08-04T01:24:05.664768Z",85,"/data/upload/2/1a66ae34-frame_0085.jpg",4.8629999999999995,"2025-08-04T01:24:05.664783Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
227,"1","Explain to the patient about the next step in the procedure","2025-08-04T01:24:09.774710Z",86,"/data/upload/2/b67d9a48-frame_0086.jpg",33.059,"2025-08-04T01:24:09.774739Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
228,"1","Ask him to drink sips of water using the straw","2025-08-04T01:24:12.915075Z",87,"/data/upload/2/8302f9cc-frame_0087.jpg",55.402,"2025-08-04T01:24:12.915093Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
229,"1","Ask him to drink sips of water using the straw","2025-08-04T01:24:16.206587Z",88,"/data/upload/2/8ea405fa-frame_0088.jpg",6.051,"2025-08-04T01:24:16.206606Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
230,"1","Ask him to drink sips of water using the straw","2025-08-04T01:24:19.754445Z",89,"/data/upload/2/92288e76-frame_0089.jpg",28.790999999999997,"2025-08-04T01:24:19.754463Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
231,"1","At every sip, you will advance the tube by an inch","2025-08-04T01:24:23.512750Z",90,"/data/upload/2/93205af1-frame_0090.jpg",47.462,"2025-08-04T01:24:23.512770Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
232,"1","At every sip, you will advance the tube by an inch","2025-08-04T01:24:26.618283Z",91,"/data/upload/2/59bd0da3-frame_0091.jpg",5.215,"2025-08-04T01:24:26.618308Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
233,"1","At every sip, you will advance the tube by an inch","2025-08-04T01:24:33.440847Z",92,"/data/upload/2/30659d39-frame_0092.jpg",10.234,"2025-08-04T01:24:33.440865Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
234,"1","At every sip, you will advance the tube by an inch. The patient may cough or gag if the tubing has accidentally entered the larynx","2025-08-04T06:08:59.447768Z",93,"/data/upload/2/05484021-frame_0093.jpg",45.212,"2025-08-04T06:08:59.447787Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
235,"1","At every sip, you will advance the tube by an inch. The patient may cough or gag if the tubing has accidentally entered the larynx","2025-08-04T06:09:03.047506Z",94,"/data/upload/2/638617b2-frame_0094.jpg",5.157,"2025-08-04T06:09:03.047516Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
236,"1","At every sip, you will advance the tube by an inch. The patient may cough or gag if the tubing has accidentally entered the larynx","2025-08-04T06:09:06.821418Z",95,"/data/upload/2/fea65052-frame_0095.jpg",5.656000000000001,"2025-08-04T06:09:06.821440Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
237,"1","At every sip, you will advance the tube by an inch. The patient may cough or gag if the tubing has accidentally entered the larynx","2025-08-04T06:09:10.586041Z",96,"/data/upload/2/60fb9db4-frame_0096.jpg",9.926,"2025-08-04T06:09:10.586061Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
238,"1","At every sip, you will advance the tube by an inch. The patient may cough or gag if the tubing has accidentally entered the larynx. You can withdraw and ease the patient with a sip of water","2025-08-04T06:09:15.819504Z",97,"/data/upload/2/115af4cc-frame_0097.jpg",63.04,"2025-08-04T06:09:15.819517Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
239,"1","At every sip, you will advance the tube by an inch. The patient may cough or gag if the tubing has accidentally entered the larynx. You can withdraw and ease the patient with a sip of water. Be careful, there is a case of aspiration. ","2025-08-04T06:09:19.057643Z",98,"/data/upload/2/74bdc55a-frame_0098.jpg",49.736000000000004,"2025-08-04T06:09:19.057661Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
240,"1","At every sip, you will advance the tube by an inch. The patient may cough or gag if the tubing has accidentally entered the larynx. You can withdraw and ease the patient with a sip of water. Be careful, there is a case of aspiration.","2025-08-04T06:09:22.601048Z",99,"/data/upload/2/d104d68c-frame_0099.jpg",5.422000000000001,"2025-08-04T06:09:22.601060Z","Nasogastric tube insertion_clip_0.0s_to_175.0s"
